model,geometry_index,band,threshold,n_nodes,mae,rmse,bias
MATCH_250K_HIRES,297,log_life_lt_6,6.0,238,0.0354095995426178,0.08594100177288055,-0.014037640765309334
MATCH_250K_HIRES,2339,all,all,679,0.017990365624427795,0.03906497731804848,-0.005925105419009924
MATCH_250K_HIRES,2339,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,2339,log_life_lt_3,3.0,3,0.005609989166259766,0.005613930523395538,0.0017434755573049188
MATCH_250K_HIRES,2339,log_life_lt_4,4.0,7,0.053517717868089676,0.08820078521966934,-0.04454057663679123
MATCH_250K_HIRES,2339,log_life_lt_5,5.0,30,0.07754120230674744,0.13093286752700806,0.015405694954097271
MATCH_250K_HIRES,2339,log_life_lt_6,6.0,208,0.025511600077152252,0.058284398168325424,-0.004758333787322044
MATCH_250K_HIRES,653,all,all,679,0.019932957366108894,0.05209643393754959,-0.002269691089168191
MATCH_250K_HIRES,653,log_life_lt_2,2.0,2,0.40482765436172485,0.40485966205596924,0.40482765436172485
MATCH_250K_HIRES,653,log_life_lt_3,3.0,6,0.2359185367822647,0.2741997539997101,0.16049633920192719
MATCH_250K_HIRES,653,log_life_lt_4,4.0,19,0.14793336391448975,0.18782441318035126,0.0910421758890152
MATCH_250K_HIRES,653,log_life_lt_5,5.0,127,0.039173394441604614,0.08386904001235962,0.0070955948904156685
MATCH_250K_HIRES,653,log_life_lt_6,6.0,280,0.027085095643997192,0.06500702351331711,0.0034688059240579605
MATCH_250K_HIRES,3774,all,all,679,0.02076776884496212,0.05068549886345863,-0.0032312339171767235
MATCH_250K_HIRES,3774,log_life_lt_2,2.0,2,0.2884504199028015,0.29217711091041565,0.2884504199028015
MATCH_250K_HIRES,3774,log_life_lt_3,3.0,4,0.20119407773017883,0.23185664415359497,0.09635630249977112
MATCH_250K_HIRES,3774,log_life_lt_4,4.0,14,0.12676481902599335,0.15785354375839233,0.06533191353082657
MATCH_250K_HIRES,3774,log_life_lt_5,5.0,118,0.04189048707485199,0.08255692571401596,0.0014164013555273414
MATCH_250K_HIRES,3774,log_life_lt_6,6.0,273,0.02826506271958351,0.06607568264007568,-0.00012945648632012308
MATCH_250K_HIRES,1255,all,all,679,0.019816594198346138,0.04607239365577698,-0.006416867021471262
MATCH_250K_HIRES,1255,log_life_lt_2,2.0,2,0.07191121578216553,0.0776054635643959,0.029178500175476074
MATCH_250K_HIRES,1255,log_life_lt_3,3.0,5,0.11529598385095596,0.16114433109760284,-0.0748600959777832
MATCH_250K_HIRES,1255,log_life_lt_4,4.0,19,0.08510934561491013,0.11317113041877747,-0.0010654424550011754
MATCH_250K_HIRES,1255,log_life_lt_5,5.0,124,0.033947620540857315,0.06778579950332642,-0.010937262326478958
MATCH_250K_HIRES,1255,log_life_lt_6,6.0,265,0.025872396305203438,0.057875413447618484,-0.006342534441500902
MATCH_250K_HIRES,4520,all,all,679,0.022475922480225563,0.062147464603185654,-0.005109159275889397
MATCH_250K_HIRES,4520,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,4520,log_life_lt_3,3.0,4,0.17715436220169067,0.21110612154006958,-0.10073429346084595
MATCH_250K_HIRES,4520,log_life_lt_4,4.0,11,0.14762726426124573,0.1916121393442154,-0.06312920898199081
MATCH_250K_HIRES,4520,log_life_lt_5,5.0,98,0.03492293879389763,0.0770406723022461,-0.004429787863045931
MATCH_250K_HIRES,4520,log_life_lt_6,6.0,244,0.03377135843038559,0.09337524324655533,-0.005190853029489517
MATCH_250K_HIRES,230,all,all,679,0.019862012937664986,0.0601518340408802,0.0013038563774898648
MATCH_250K_HIRES,230,log_life_lt_2,2.0,2,0.7020021677017212,0.7096715569496155,0.7020021677017212
MATCH_250K_HIRES,230,log_life_lt_3,3.0,8,0.3440493643283844,0.44353753328323364,0.3262014091014862
MATCH_250K_HIRES,230,log_life_lt_4,4.0,13,0.23889078199863434,0.3518499433994293,0.2189083993434906
MATCH_250K_HIRES,230,log_life_lt_5,5.0,91,0.05048428103327751,0.13571956753730774,0.024078145623207092
MATCH_250K_HIRES,230,log_life_lt_6,6.0,248,0.033510833978652954,0.09456111490726471,0.0037866244092583656
MATCH_250K_HIRES,3276,all,all,679,0.02075769752264023,0.05150248482823372,-0.012030479498207569
MATCH_250K_HIRES,3276,log_life_lt_2,2.0,2,0.21842330694198608,0.21874593198299408,-0.21842330694198608
MATCH_250K_HIRES,3276,log_life_lt_3,3.0,7,0.15020641684532166,0.17561805248260498,-0.15020641684532166
MATCH_250K_HIRES,3276,log_life_lt_4,4.0,32,0.08592446148395538,0.12294235825538635,-0.05525459721684456
MATCH_250K_HIRES,3276,log_life_lt_5,5.0,161,0.03629528731107712,0.07942911982536316,-0.02277887798845768
MATCH_250K_HIRES,3276,log_life_lt_6,6.0,290,0.02889549359679222,0.07043089717626572,-0.017598655074834824
MATCH_250K_HIRES,3230,all,all,679,0.019408736377954483,0.05733047425746918,-0.0035361116752028465
MATCH_250K_HIRES,3230,log_life_lt_2,2.0,2,0.22810137271881104,0.2776317894458771,-0.15826928615570068
MATCH_250K_HIRES,3230,log_life_lt_3,3.0,9,0.15702345967292786,0.24214938282966614,-0.1043727919459343
MATCH_250K_HIRES,3230,log_life_lt_4,4.0,31,0.11259650439023972,0.2017744481563568,-0.05081571266055107
MATCH_250K_HIRES,3230,log_life_lt_5,5.0,156,0.035472240298986435,0.0974501222372055,-0.012587795965373516
MATCH_250K_HIRES,3230,log_life_lt_6,6.0,285,0.025609200820326805,0.0757170096039772,-0.007656999863684177
MATCH_250K_HIRES,691,all,all,679,0.024068258702754974,0.06027046591043472,-0.0051255254074931145
MATCH_250K_HIRES,691,log_life_lt_2,2.0,1,0.06876266002655029,0.06876266002655029,0.06876266002655029
MATCH_250K_HIRES,691,log_life_lt_3,3.0,7,0.22603227198123932,0.31270286440849304,0.12746764719486237
MATCH_250K_HIRES,691,log_life_lt_4,4.0,15,0.15696188807487488,0.22999556362628937,0.08527662605047226
MATCH_250K_HIRES,691,log_life_lt_5,5.0,116,0.05145521089434624,0.114048533141613,0.0010063432855531573
MATCH_250K_HIRES,691,log_life_lt_6,6.0,256,0.03382318466901779,0.08356837928295135,-0.0028091617859899998
MATCH_250K_HIRES,2754,all,all,679,0.01805681176483631,0.04896539822220802,-0.0006075284327380359
MATCH_250K_HIRES,2754,log_life_lt_2,2.0,3,0.3465941846370697,0.3512917459011078,0.3465941846370697
MATCH_250K_HIRES,2754,log_life_lt_3,3.0,4,0.3619661331176758,0.366315633058548,0.3619661331176758
MATCH_250K_HIRES,2754,log_life_lt_4,4.0,24,0.09084996581077576,0.1560659408569336,0.04328661039471626
MATCH_250K_HIRES,2754,log_life_lt_5,5.0,152,0.028147265315055847,0.07747744768857956,0.007663347292691469
MATCH_250K_HIRES,2754,log_life_lt_6,6.0,278,0.023594049736857414,0.0677913948893547,0.005600097589194775
MATCH_250K_HIRES,4863,all,all,679,0.021314702928066254,0.047997962683439255,-0.008184242993593216
MATCH_250K_HIRES,4863,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,4863,log_life_lt_3,3.0,2,0.21950113773345947,0.2195030152797699,-0.21950113773345947
MATCH_250K_HIRES,4863,log_life_lt_4,4.0,5,0.16619840264320374,0.19673636555671692,-0.16619840264320374
MATCH_250K_HIRES,4863,log_life_lt_5,5.0,30,0.12533174455165863,0.18393786251544952,-0.004398973658680916
MATCH_250K_HIRES,4863,log_life_lt_6,6.0,222,0.03620303049683571,0.073744997382164,-0.012387330643832684
MATCH_250K_HIRES,969,all,all,679,0.02029656060039997,0.06467126309871674,-0.0066210441291332245
MATCH_250K_HIRES,969,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,969,log_life_lt_3,3.0,4,0.3793148398399353,0.4241699278354645,-0.3793148398399353
MATCH_250K_HIRES,969,log_life_lt_4,4.0,16,0.23219779133796692,0.3208191394805908,-0.11602926254272461
MATCH_250K_HIRES,969,log_life_lt_5,5.0,117,0.04486314579844475,0.12210353463888168,-0.025345195084810257
MATCH_250K_HIRES,969,log_life_lt_6,6.0,260,0.02843482978641987,0.08630677312612534,-0.014639610424637794
MATCH_250K_HIRES,633,all,all,679,0.022684678435325623,0.0534716472029686,-0.00763383973389864
MATCH_250K_HIRES,633,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,633,log_life_lt_3,3.0,5,0.17035499215126038,0.199457049369812,-0.17035499215126038
MATCH_250K_HIRES,633,log_life_lt_4,4.0,8,0.2164251208305359,0.2664014399051666,-0.0770578384399414
MATCH_250K_HIRES,633,log_life_lt_5,5.0,70,0.05795064568519592,0.10943004488945007,-0.01830573007464409
MATCH_250K_HIRES,633,log_life_lt_6,6.0,245,0.034705210477113724,0.07859022170305252,-0.013549838215112686
MATCH_250K_HIRES,4092,all,all,679,0.02234097383916378,0.046859219670295715,-0.007776221260428429
MATCH_250K_HIRES,4092,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,4092,log_life_lt_3,3.0,3,0.1333116739988327,0.13354705274105072,-0.1333116739988327
MATCH_250K_HIRES,4092,log_life_lt_4,4.0,7,0.11784621328115463,0.1396120935678482,-0.11406870931386948
MATCH_250K_HIRES,4092,log_life_lt_5,5.0,33,0.08463362604379654,0.12971343100070953,-0.01655951328575611
MATCH_250K_HIRES,4092,log_life_lt_6,6.0,216,0.039504244923591614,0.07362864166498184,-0.014738131314516068
MATCH_250K_HIRES,4077,all,all,679,0.02042802982032299,0.055994853377342224,-0.012008003890514374
MATCH_250K_HIRES,4077,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,4077,log_life_lt_3,3.0,3,0.203160360455513,0.22107195854187012,-0.203160360455513
MATCH_250K_HIRES,4077,log_life_lt_4,4.0,5,0.23753389716148376,0.25052687525749207,-0.23753389716148376
MATCH_250K_HIRES,4077,log_life_lt_5,5.0,19,0.10041636973619461,0.14210942387580872,-0.08837944269180298
MATCH_250K_HIRES,4077,log_life_lt_6,6.0,191,0.03548438474535942,0.08707976341247559,-0.028432456776499748
MATCH_250K_HIRES,1321,all,all,679,0.023301327601075172,0.048860061913728714,-0.01493712980300188
MATCH_250K_HIRES,1321,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,1321,log_life_lt_3,3.0,4,0.2856016755104065,0.3001493215560913,-0.2856016755104065
MATCH_250K_HIRES,1321,log_life_lt_4,4.0,9,0.27788808941841125,0.3001280128955841,-0.16973978281021118
MATCH_250K_HIRES,1321,log_life_lt_5,5.0,27,0.13374631106853485,0.18438637256622314,-0.09525970369577408
MATCH_250K_HIRES,1321,log_life_lt_6,6.0,211,0.036646731197834015,0.07442669570446014,-0.023768125101923943
MATCH_250K_HIRES,1831,all,all,679,0.01919848844408989,0.0443585030734539,-0.005074852146208286
MATCH_250K_HIRES,1831,log_life_lt_2,2.0,1,0.28121304512023926,0.28121304512023926,0.28121304512023926
MATCH_250K_HIRES,1831,log_life_lt_3,3.0,7,0.13767528533935547,0.17640647292137146,-0.00492913369089365
MATCH_250K_HIRES,1831,log_life_lt_4,4.0,33,0.08859891444444656,0.13297361135482788,-0.009149089455604553
MATCH_250K_HIRES,1831,log_life_lt_5,5.0,149,0.03600082919001579,0.07174472510814667,-0.011604596860706806
MATCH_250K_HIRES,1831,log_life_lt_6,6.0,285,0.025222627446055412,0.05703171715140343,-0.005338300950825214
MATCH_250K_HIRES,2178,all,all,679,0.01969144679605961,0.04458601772785187,-0.0042564705945551395
MATCH_250K_HIRES,2178,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,2178,log_life_lt_3,3.0,3,0.18408043682575226,0.19335347414016724,-0.18408043682575226
MATCH_250K_HIRES,2178,log_life_lt_4,4.0,9,0.20294401049613953,0.2538474202156067,-0.08169010281562805
MATCH_250K_HIRES,2178,log_life_lt_5,5.0,89,0.04428325966000557,0.09595879912376404,-0.015071600675582886
MATCH_250K_HIRES,2178,log_life_lt_6,6.0,250,0.02752155251801014,0.061776887625455856,-0.01453691627830267
MATCH_250K_HIRES,1417,all,all,679,0.021127749234437943,0.049539729952812195,-0.0066775428131222725
MATCH_250K_HIRES,1417,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,1417,log_life_lt_3,3.0,3,0.290557861328125,0.29348722100257874,-0.290557861328125
MATCH_250K_HIRES,1417,log_life_lt_4,4.0,10,0.21126174926757812,0.2597700357437134,-0.06533332169055939
MATCH_250K_HIRES,1417,log_life_lt_5,5.0,75,0.06444060057401657,0.1126159057021141,-0.012416565790772438
MATCH_250K_HIRES,1417,log_life_lt_6,6.0,241,0.033104345202445984,0.06828930974006653,-0.010185637511312962
MATCH_250K_HIRES,1782,all,all,679,0.019509313628077507,0.050815969705581665,-0.0014327499084174633
MATCH_250K_HIRES,1782,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,1782,log_life_lt_3,3.0,5,0.31252652406692505,0.3793332874774933,-0.14325857162475586
MATCH_250K_HIRES,1782,log_life_lt_4,4.0,10,0.22685372829437256,0.29687613248825073,-0.0387645959854126
MATCH_250K_HIRES,1782,log_life_lt_5,5.0,104,0.04618888720870018,0.1128235012292862,-0.008818963542580605
MATCH_250K_HIRES,1782,log_life_lt_6,6.0,262,0.027967505156993866,0.07506095618009567,-0.0005005889106541872
MATCH_250K_HIRES,4715,all,all,679,0.020877165719866753,0.07039486616849899,-0.002882726024836302
MATCH_250K_HIRES,4715,log_life_lt_2,2.0,1,0.633842945098877,0.633842945098877,-0.633842945098877
MATCH_250K_HIRES,4715,log_life_lt_3,3.0,7,0.25495317578315735,0.38665953278541565,-0.23325607180595398
MATCH_250K_HIRES,4715,log_life_lt_4,4.0,32,0.11616954207420349,0.23197315633296967,-0.07776521146297455
MATCH_250K_HIRES,4715,log_life_lt_5,5.0,156,0.04148908331990242,0.12493947148323059,-0.023008625954389572
MATCH_250K_HIRES,4715,log_life_lt_6,6.0,286,0.029432237148284912,0.09601537883281708,-0.01251407340168953
MATCH_250K_HIRES,4701,all,all,679,0.023975523188710213,0.057132575660943985,-0.010345198214054108
MATCH_250K_HIRES,4701,log_life_lt_2,2.0,2,0.2723786234855652,0.277201771736145,0.2723786234855652
MATCH_250K_HIRES,4701,log_life_lt_3,3.0,4,0.2621794044971466,0.2870851159095764,0.2621794044971466
MATCH_250K_HIRES,4701,log_life_lt_4,4.0,10,0.15924213826656342,0.2046271562576294,0.1389138102531433
MATCH_250K_HIRES,4701,log_life_lt_5,5.0,37,0.07579441368579865,0.11869575828313828,0.03244230896234512
MATCH_250K_HIRES,4701,log_life_lt_6,6.0,231,0.03195526823401451,0.06007559597492218,-0.008178013376891613
MATCH_250K_HIRES,4118,all,all,679,0.01953238621354103,0.044916972517967224,-0.009975617751479149
MATCH_250K_HIRES,4118,log_life_lt_2,2.0,2,0.10183215141296387,0.10662856698036194,-0.10183215141296387
MATCH_250K_HIRES,4118,log_life_lt_3,3.0,6,0.07253384590148926,0.09274742007255554,-0.049808185547590256
MATCH_250K_HIRES,4118,log_life_lt_4,4.0,25,0.08236941695213318,0.10465700179338455,-0.049941111356019974
MATCH_250K_HIRES,4118,log_life_lt_5,5.0,151,0.030032649636268616,0.06013218313455582,-0.01517457328736782
MATCH_250K_HIRES,4118,log_life_lt_6,6.0,292,0.023959284648299217,0.051543835550546646,-0.011421501636505127
MATCH_250K_HIRES,1652,all,all,679,0.019826306030154228,0.05822844058275223,-0.008511053398251534
MATCH_250K_HIRES,1652,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,1652,log_life_lt_3,3.0,4,0.23374903202056885,0.23431862890720367,-0.11823403835296631
MATCH_250K_HIRES,1652,log_life_lt_4,4.0,11,0.1666131168603897,0.18297669291496277,-0.10114090889692307
MATCH_250K_HIRES,1652,log_life_lt_5,5.0,76,0.0627439096570015,0.1357070654630661,-0.039558134973049164
MATCH_250K_HIRES,1652,log_life_lt_6,6.0,236,0.032034359872341156,0.08795712888240814,-0.018976965919137
MATCH_250K_HIRES,1483,all,all,679,0.020530415698885918,0.05986572057008743,-0.0026497384533286095
MATCH_250K_HIRES,1483,log_life_lt_2,2.0,3,0.30310893058776855,0.32186001539230347,0.30310893058776855
MATCH_250K_HIRES,1483,log_life_lt_3,3.0,4,0.369101345539093,0.3976052403450012,0.369101345539093
MATCH_250K_HIRES,1483,log_life_lt_4,4.0,28,0.12010972201824188,0.20563068985939026,0.012381136417388916
MATCH_250K_HIRES,1483,log_life_lt_5,5.0,151,0.033794015645980835,0.09359205514192581,-0.0031854049302637577
MATCH_250K_HIRES,1483,log_life_lt_6,6.0,276,0.024638185277581215,0.07412352412939072,-0.0015426096506416798
MATCH_250K_HIRES,2275,all,all,679,0.02190801128745079,0.06227223575115204,-0.00610296381637454
MATCH_250K_HIRES,2275,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,2275,log_life_lt_3,3.0,5,0.3462889790534973,0.3909154534339905,-0.18388041853904724
MATCH_250K_HIRES,2275,log_life_lt_4,4.0,14,0.16778412461280823,0.24508847296237946,-0.10250808298587799
MATCH_250K_HIRES,2275,log_life_lt_5,5.0,116,0.046155840158462524,0.11278847604990005,-0.027554744854569435
MATCH_250K_HIRES,2275,log_life_lt_6,6.0,254,0.031182751059532166,0.08395462483167648,-0.018724501132965088
MATCH_250K_HIRES,877,all,all,679,0.019578659906983376,0.050276946276426315,-0.008083722554147243
MATCH_250K_HIRES,877,log_life_lt_2,2.0,1,0.30687153339385986,0.30687153339385986,-0.30687153339385986
MATCH_250K_HIRES,877,log_life_lt_3,3.0,5,0.21152766048908234,0.23782607913017273,-0.21152766048908234
MATCH_250K_HIRES,877,log_life_lt_4,4.0,25,0.13063034415245056,0.1904110610485077,-0.03928424417972565
MATCH_250K_HIRES,877,log_life_lt_5,5.0,161,0.04014236852526665,0.08828502148389816,-0.0205882266163826
MATCH_250K_HIRES,877,log_life_lt_6,6.0,292,0.029126716777682304,0.07144981622695923,-0.01615419052541256
MATCH_250K_HIRES,3525,all,all,679,0.024515604600310326,0.07332948595285416,-0.004922912921756506
MATCH_250K_HIRES,3525,log_life_lt_2,2.0,3,0.2584402859210968,0.26016050577163696,0.2584402859210968
MATCH_250K_HIRES,3525,log_life_lt_3,3.0,7,0.1723298579454422,0.19182400405406952,0.1342722475528717
MATCH_250K_HIRES,3525,log_life_lt_4,4.0,19,0.15333126485347748,0.19675461947917938,0.056178487837314606
MATCH_250K_HIRES,3525,log_life_lt_5,5.0,120,0.044252850115299225,0.09164983779191971,-0.005709001328796148
MATCH_250K_HIRES,3525,log_life_lt_6,6.0,258,0.03146122768521309,0.07324124127626419,-0.002889788942411542
MATCH_250K_HIRES,2016,all,all,679,0.020546721294522285,0.05222105234861374,0.000517669424880296
MATCH_250K_HIRES,2016,log_life_lt_2,2.0,3,0.2897282838821411,0.2902776598930359,0.2897282838821411
MATCH_250K_HIRES,2016,log_life_lt_3,3.0,4,0.28994330763816833,0.2903553545475006,0.28994330763816833
MATCH_250K_HIRES,2016,log_life_lt_4,4.0,15,0.14056965708732605,0.1789824515581131,0.0733729749917984
MATCH_250K_HIRES,2016,log_life_lt_5,5.0,120,0.037504348903894424,0.0814419686794281,0.0048178029246628284
MATCH_250K_HIRES,2016,log_life_lt_6,6.0,262,0.027743151411414146,0.06479918211698532,0.0028387694619596004
MATCH_250K_HIRES,426,all,all,679,0.016819123178720474,0.045189227908849716,-0.004296569153666496
MATCH_250K_HIRES,426,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,426,log_life_lt_3,3.0,3,0.10103663057088852,0.1043839305639267,-0.10103663057088852
MATCH_250K_HIRES,426,log_life_lt_4,4.0,8,0.11752122640609741,0.13387702405452728,-0.02205723524093628
MATCH_250K_HIRES,426,log_life_lt_5,5.0,67,0.04785669222474098,0.10019662976264954,-0.00858293380588293
MATCH_250K_HIRES,426,log_life_lt_6,6.0,250,0.02395658567547798,0.06129753217101097,-0.008218887262046337
MATCH_250K_HIRES,626,all,all,679,0.020460890606045723,0.06222708523273468,0.0013183883856981993
MATCH_250K_HIRES,626,log_life_lt_2,2.0,3,0.5493308901786804,0.5678104758262634,0.5493308901786804
MATCH_250K_HIRES,626,log_life_lt_3,3.0,5,0.5138381719589233,0.5493434071540833,0.5138381719589233
MATCH_250K_HIRES,626,log_life_lt_4,4.0,17,0.20490139722824097,0.31121617555618286,0.15255363285541534
MATCH_250K_HIRES,626,log_life_lt_5,5.0,132,0.04305542632937431,0.12002263218164444,0.014991560019552708
MATCH_250K_HIRES,626,log_life_lt_6,6.0,263,0.029318690299987793,0.08856981247663498,0.005977127701044083
MATCH_250K_HIRES,1589,all,all,679,0.018891939893364906,0.046600595116615295,-0.0009801564738154411
MATCH_250K_HIRES,1589,log_life_lt_2,2.0,3,0.2659320533275604,0.2822244465351105,0.2659320533275604
MATCH_250K_HIRES,1589,log_life_lt_3,3.0,5,0.2518550157546997,0.2691832184791565,0.2518550157546997
MATCH_250K_HIRES,1589,log_life_lt_4,4.0,16,0.14694437384605408,0.17933844029903412,0.14402630925178528
MATCH_250K_HIRES,1589,log_life_lt_5,5.0,141,0.032182466238737106,0.07878449559211731,0.015473498031497002
MATCH_250K_HIRES,1589,log_life_lt_6,6.0,277,0.023737618699669838,0.062083132565021515,0.008323789574205875
MATCH_250K_HIRES,2223,all,all,679,0.0166886355727911,0.04759231209754944,-0.0008557724067941308
MATCH_250K_HIRES,2223,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,2223,log_life_lt_3,3.0,2,0.10543406009674072,0.14061248302459717,-0.10543406009674072
MATCH_250K_HIRES,2223,log_life_lt_4,4.0,4,0.11541509628295898,0.13834604620933533,-0.11541509628295898
MATCH_250K_HIRES,2223,log_life_lt_5,5.0,27,0.1002890095114708,0.15117378532886505,0.0056518446654081345
MATCH_250K_HIRES,2223,log_life_lt_6,6.0,214,0.027995076030492783,0.07161729782819748,0.0013709180057048798
MATCH_250K_HIRES,2217,all,all,679,0.021833188831806183,0.05564672499895096,-0.0016482498031109571
MATCH_250K_HIRES,2217,log_life_lt_2,2.0,3,0.1063292846083641,0.13008616864681244,0.1063292846083641
MATCH_250K_HIRES,2217,log_life_lt_3,3.0,5,0.12257079780101776,0.16492173075675964,0.00502433767542243
MATCH_250K_HIRES,2217,log_life_lt_4,4.0,19,0.14241378009319305,0.20389248430728912,0.023013189435005188
MATCH_250K_HIRES,2217,log_life_lt_5,5.0,146,0.03166700154542923,0.08006694167852402,-0.00710983807221055
MATCH_250K_HIRES,2217,log_life_lt_6,6.0,283,0.025526471436023712,0.06563372164964676,-0.007653366308659315
MATCH_250K_HIRES,4483,all,all,679,0.022803209722042084,0.060393478721380234,-0.006411965470761061
MATCH_250K_HIRES,4483,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,4483,log_life_lt_3,3.0,6,0.22314512729644775,0.2959854304790497,-0.22314512729644775
MATCH_250K_HIRES,4483,log_life_lt_4,4.0,17,0.19582518935203552,0.27182677388191223,-0.14871899783611298
MATCH_250K_HIRES,4483,log_life_lt_5,5.0,107,0.05163680389523506,0.12493761628866196,-0.024713389575481415
MATCH_250K_HIRES,4483,log_life_lt_6,6.0,248,0.036617036908864975,0.09471612423658371,-0.014472770504653454
MATCH_250K_HIRES,1485,all,all,679,0.018552478402853012,0.05490978807210922,-0.0033096515107899904
MATCH_250K_HIRES,1485,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,1485,log_life_lt_3,3.0,5,0.21085715293884277,0.27741333842277527,-0.2028474360704422
MATCH_250K_HIRES,1485,log_life_lt_4,4.0,18,0.14546579122543335,0.22561755776405334,-0.06177854537963867
MATCH_250K_HIRES,1485,log_life_lt_5,5.0,141,0.03693848475813866,0.09894908219575882,-0.014642221853137016
MATCH_250K_HIRES,1485,log_life_lt_6,6.0,285,0.026608090847730637,0.07922222465276718,-0.0027363006956875324
MATCH_250K_HIRES,1739,all,all,679,0.023160617798566818,0.07236146926879883,-0.007213834207504988
MATCH_250K_HIRES,1739,log_life_lt_2,2.0,2,0.2553257942199707,0.2585001289844513,-0.040386319160461426
MATCH_250K_HIRES,1739,log_life_lt_3,3.0,6,0.29101279377937317,0.3316129148006439,0.0003666877746582031
MATCH_250K_HIRES,1739,log_life_lt_4,4.0,35,0.08150257170200348,0.14592298865318298,-0.011318431235849857
MATCH_250K_HIRES,1739,log_life_lt_5,5.0,158,0.02979765273630619,0.07383318245410919,-0.011064380407333374
MATCH_250K_HIRES,1739,log_life_lt_6,6.0,272,0.02357763610780239,0.06035051494836807,-0.010668751783668995
MATCH_250K_HIRES,2480,all,all,679,0.017196347936987877,0.05071580782532692,-0.0009635541355237365
MATCH_250K_HIRES,2480,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,2480,log_life_lt_3,3.0,3,0.1264156550168991,0.13028934597969055,-0.1264156550168991
MATCH_250K_HIRES,2480,log_life_lt_4,4.0,9,0.12584710121154785,0.1411154717206955,-0.0331028550863266
MATCH_250K_HIRES,2480,log_life_lt_5,5.0,90,0.04656189680099487,0.10101120918989182,-0.01210128702223301
MATCH_250K_HIRES,2480,log_life_lt_6,6.0,246,0.024965034797787666,0.06522058695554733,-0.006304524838924408
MATCH_250K_HIRES,2584,all,all,679,0.023318642750382423,0.06171787530183792,-0.004683027975261211
MATCH_250K_HIRES,2584,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,2584,log_life_lt_3,3.0,7,0.1658749282360077,0.19983242452144623,-0.14450423419475555
MATCH_250K_HIRES,2584,log_life_lt_4,4.0,18,0.15194150805473328,0.2010623663663864,-0.04707450419664383
MATCH_250K_HIRES,2584,log_life_lt_5,5.0,106,0.046645425260066986,0.11781670153141022,-0.025758035480976105
MATCH_250K_HIRES,2584,log_life_lt_6,6.0,245,0.03468621149659157,0.0888829156756401,-0.014791092835366726
MATCH_250K_HIRES,2893,all,all,679,0.021259527653455734,0.051032163202762604,0.0033025438897311687
MATCH_250K_HIRES,2893,log_life_lt_2,2.0,3,0.2394505739212036,0.26279956102371216,0.2394505739212036
MATCH_250K_HIRES,2893,log_life_lt_3,3.0,5,0.23310931026935577,0.24786430597305298,0.23310931026935577
MATCH_250K_HIRES,2893,log_life_lt_4,4.0,16,0.1353471577167511,0.16577517986297607,0.1031961664557457
MATCH_250K_HIRES,2893,log_life_lt_5,5.0,146,0.029235702008008957,0.06287331134080887,0.010034631937742233
MATCH_250K_HIRES,2893,log_life_lt_6,6.0,280,0.02631528303027153,0.06716204434633255,0.003964423667639494
MATCH_250K_HIRES,149,all,all,679,0.021501772105693817,0.05694862827658653,-0.004719394259154797
MATCH_250K_HIRES,149,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,149,log_life_lt_3,3.0,4,0.11196011304855347,0.1345064640045166,-0.10456961393356323
MATCH_250K_HIRES,149,log_life_lt_4,4.0,12,0.11381778866052628,0.14116165041923523,0.0013112425804138184
MATCH_250K_HIRES,149,log_life_lt_5,5.0,97,0.0476185604929924,0.098410964012146,-0.003363348776474595
MATCH_250K_HIRES,149,log_life_lt_6,6.0,244,0.03434278443455696,0.08371990919113159,-0.008299579843878746
MATCH_250K_HIRES,676,all,all,679,0.01761799119412899,0.04848652705550194,-0.0021144242491573095
MATCH_250K_HIRES,676,log_life_lt_2,2.0,2,0.14184242486953735,0.15179607272148132,0.14184242486953735
MATCH_250K_HIRES,676,log_life_lt_3,3.0,5,0.15097996592521667,0.16169066727161407,0.15097996592521667
MATCH_250K_HIRES,676,log_life_lt_4,4.0,8,0.139971062541008,0.14936481416225433,0.08799515664577484
