model,geometry_index,band,threshold,n_nodes,mae,rmse,bias
MATCH_250K_HIRES,3409,log_life_lt_5,5.0,72,0.02520650252699852,0.04178476706147194,-0.01453344989567995
MATCH_250K_HIRES,3409,log_life_lt_6,6.0,249,0.01948750764131546,0.04477564990520477,-0.0056235408410429955
MATCH_250K_HIRES,4674,all,all,679,0.019116869196295738,0.049365729093551636,-0.008836047723889351
MATCH_250K_HIRES,4674,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,4674,log_life_lt_3,3.0,8,0.05637902021408081,0.07445396482944489,-0.028405725955963135
MATCH_250K_HIRES,4674,log_life_lt_4,4.0,26,0.07440343499183655,0.10312987118959427,-0.059986039996147156
MATCH_250K_HIRES,4674,log_life_lt_5,5.0,139,0.02980225346982479,0.06716486066579819,-0.01916220784187317
MATCH_250K_HIRES,4674,log_life_lt_6,6.0,268,0.02668602764606476,0.062714584171772,-0.014079601503908634
MATCH_250K_HIRES,1075,all,all,679,0.017272112891077995,0.04656079784035683,-0.0008974324446171522
MATCH_250K_HIRES,1075,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,1075,log_life_lt_3,3.0,4,0.26171839237213135,0.32235947251319885,0.03387773036956787
MATCH_250K_HIRES,1075,log_life_lt_4,4.0,8,0.1986934244632721,0.2768283784389496,0.05862042307853699
MATCH_250K_HIRES,1075,log_life_lt_5,5.0,86,0.03659233823418617,0.0918269082903862,-0.0024002734571695328
MATCH_250K_HIRES,1075,log_life_lt_6,6.0,250,0.022797781974077225,0.06435733288526535,-0.0037778825499117374
MATCH_250K_HIRES,2829,all,all,679,0.024567706510424614,0.062005605548620224,-0.010062001645565033
MATCH_250K_HIRES,2829,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,2829,log_life_lt_3,3.0,4,0.2958928346633911,0.307322233915329,-0.2958928346633911
MATCH_250K_HIRES,2829,log_life_lt_4,4.0,11,0.19908727705478668,0.22598955035209656,-0.0722731277346611
MATCH_250K_HIRES,2829,log_life_lt_5,5.0,99,0.044635675847530365,0.0904160812497139,-0.02401016652584076
MATCH_250K_HIRES,2829,log_life_lt_6,6.0,245,0.03328301012516022,0.07459358125925064,-0.014793528243899345
MATCH_250K_HIRES,1504,all,all,679,0.019862189888954163,0.05598302558064461,-0.00816032849252224
MATCH_250K_HIRES,1504,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,1504,log_life_lt_3,3.0,4,0.46367913484573364,0.4712410271167755,-0.46367913484573364
MATCH_250K_HIRES,1504,log_life_lt_4,4.0,9,0.2765730619430542,0.3420279026031494,-0.2658402621746063
MATCH_250K_HIRES,1504,log_life_lt_5,5.0,108,0.04218979552388191,0.10901546478271484,-0.03136364370584488
MATCH_250K_HIRES,1504,log_life_lt_6,6.0,253,0.02738114632666111,0.07921677827835083,-0.01953086256980896
MATCH_250K_HIRES,2309,all,all,679,0.020987393334507942,0.06426572054624557,-0.012690374627709389
MATCH_250K_HIRES,2309,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,2309,log_life_lt_3,3.0,4,0.5592347979545593,0.5645418167114258,-0.5592347979545593
MATCH_250K_HIRES,2309,log_life_lt_4,4.0,10,0.34877049922943115,0.4379069209098816,-0.34877049922943115
MATCH_250K_HIRES,2309,log_life_lt_5,5.0,113,0.050129592418670654,0.13565081357955933,-0.03729633241891861
MATCH_250K_HIRES,2309,log_life_lt_6,6.0,265,0.03258456289768219,0.09517192095518112,-0.02285984344780445
MATCH_250K_HIRES,1436,all,all,679,0.020791223272681236,0.060377150774002075,-0.006357159465551376
MATCH_250K_HIRES,1436,log_life_lt_2,2.0,1,0.5514580011367798,0.5514580011367798,0.5514580011367798
MATCH_250K_HIRES,1436,log_life_lt_3,3.0,3,0.3550143539905548,0.4125264883041382,0.31252530217170715
MATCH_250K_HIRES,1436,log_life_lt_4,4.0,10,0.16913315653800964,0.2442571222782135,0.12517906725406647
MATCH_250K_HIRES,1436,log_life_lt_5,5.0,102,0.04027863219380379,0.09222621470689774,0.00034801982110366225
MATCH_250K_HIRES,1436,log_life_lt_6,6.0,246,0.027849964797496796,0.0723738893866539,-0.0049233888275921345
MATCH_250K_HIRES,2418,all,all,679,0.021338585764169693,0.05316782742738724,-0.0006746088620275259
MATCH_250K_HIRES,2418,log_life_lt_2,2.0,2,0.401422917842865,0.4015102684497833,0.401422917842865
MATCH_250K_HIRES,2418,log_life_lt_3,3.0,8,0.28157347440719604,0.32073792815208435,0.16668201982975006
MATCH_250K_HIRES,2418,log_life_lt_4,4.0,14,0.20377160608768463,0.25627702474594116,0.1325921267271042
MATCH_250K_HIRES,2418,log_life_lt_5,5.0,113,0.045719582587480545,0.09867849200963974,0.0029738254379481077
MATCH_250K_HIRES,2418,log_life_lt_6,6.0,255,0.02937704138457775,0.07179278135299683,-0.0021701257210224867
MATCH_250K_HIRES,3986,all,all,679,0.021503491327166557,0.053868263959884644,-0.0025655508507043123
MATCH_250K_HIRES,3986,log_life_lt_2,2.0,3,0.28689372539520264,0.31764668226242065,0.28689372539520264
MATCH_250K_HIRES,3986,log_life_lt_3,3.0,4,0.23156586289405823,0.2770375907421112,0.23156586289405823
MATCH_250K_HIRES,3986,log_life_lt_4,4.0,16,0.15186074376106262,0.18856677412986755,0.07342644780874252
MATCH_250K_HIRES,3986,log_life_lt_5,5.0,127,0.041658587753772736,0.08930755406618118,0.007262993138283491
MATCH_250K_HIRES,3986,log_life_lt_6,6.0,268,0.024909183382987976,0.06241816654801369,0.0019916691817343235
MATCH_250K_HIRES,3098,all,all,679,0.02201751619577408,0.0593678280711174,-0.003973981831222773
MATCH_250K_HIRES,3098,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,3098,log_life_lt_3,3.0,8,0.23471993207931519,0.2624329626560211,-0.20131915807724
MATCH_250K_HIRES,3098,log_life_lt_4,4.0,18,0.17268311977386475,0.206156387925148,-0.07040342688560486
MATCH_250K_HIRES,3098,log_life_lt_5,5.0,126,0.057788629084825516,0.12067874521017075,-0.014943321235477924
MATCH_250K_HIRES,3098,log_life_lt_6,6.0,268,0.034302838146686554,0.08621944487094879,-0.009438857436180115
MATCH_250K_HIRES,4588,all,all,679,0.021045321598649025,0.051712874323129654,-0.0038480148650705814
MATCH_250K_HIRES,4588,log_life_lt_2,2.0,2,0.15720736980438232,0.21298372745513916,0.14369380474090576
MATCH_250K_HIRES,4588,log_life_lt_3,3.0,4,0.18016958236694336,0.21583563089370728,0.11229884624481201
MATCH_250K_HIRES,4588,log_life_lt_4,4.0,16,0.13774487376213074,0.21641412377357483,0.05332726240158081
MATCH_250K_HIRES,4588,log_life_lt_5,5.0,142,0.033761776983737946,0.08183373510837555,-0.0019650491885840893
MATCH_250K_HIRES,4588,log_life_lt_6,6.0,280,0.02832282893359661,0.06629548966884613,-0.005094153340905905
MATCH_250K_HIRES,283,all,all,679,0.019964316859841347,0.048345547169446945,-0.0013381711905822158
MATCH_250K_HIRES,283,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,283,log_life_lt_3,3.0,8,0.1006413996219635,0.1263122856616974,-0.026331216096878052
MATCH_250K_HIRES,283,log_life_lt_4,4.0,18,0.11126469075679779,0.1486477553844452,-0.021015234291553497
MATCH_250K_HIRES,283,log_life_lt_5,5.0,108,0.03214932978153229,0.0712563693523407,-0.006767690181732178
MATCH_250K_HIRES,283,log_life_lt_6,6.0,257,0.025825025513768196,0.06248694285750389,-0.0012972485274076462
MATCH_250K_HIRES,4918,all,all,679,0.021400583907961845,0.05633452907204628,-0.008136989548802376
MATCH_250K_HIRES,4918,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,4918,log_life_lt_3,3.0,5,0.2794882357120514,0.35383141040802,-0.08525338023900986
MATCH_250K_HIRES,4918,log_life_lt_4,4.0,12,0.1756264716386795,0.24671868979930878,-0.04226871207356453
MATCH_250K_HIRES,4918,log_life_lt_5,5.0,117,0.04018785431981087,0.09201280772686005,-0.018443068489432335
MATCH_250K_HIRES,4918,log_life_lt_6,6.0,253,0.028531014919281006,0.07045330107212067,-0.011082678101956844
MATCH_250K_HIRES,842,all,all,679,0.021858269348740578,0.0608515590429306,-0.008399947546422482
MATCH_250K_HIRES,842,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,842,log_life_lt_3,3.0,3,0.3128347396850586,0.3149822950363159,-0.3128347396850586
MATCH_250K_HIRES,842,log_life_lt_4,4.0,10,0.23945701122283936,0.28309759497642517,-0.0779339075088501
MATCH_250K_HIRES,842,log_life_lt_5,5.0,61,0.0720248594880104,0.1332692950963974,-0.02996213734149933
MATCH_250K_HIRES,842,log_life_lt_6,6.0,244,0.031322967261075974,0.07578537613153458,-0.01585797220468521
MATCH_250K_HIRES,1513,all,all,679,0.015438130125403404,0.03743709623813629,-0.006189708132296801
MATCH_250K_HIRES,1513,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,1513,log_life_lt_3,3.0,3,0.1738138198852539,0.19061750173568726,-0.1738138198852539
MATCH_250K_HIRES,1513,log_life_lt_4,4.0,7,0.14344191551208496,0.16472648084163666,-0.0764930248260498
MATCH_250K_HIRES,1513,log_life_lt_5,5.0,69,0.04708399251103401,0.09205152094364166,-0.022214751690626144
MATCH_250K_HIRES,1513,log_life_lt_6,6.0,245,0.021896326914429665,0.052816927433013916,-0.011676936410367489
MATCH_250K_HIRES,1168,all,all,679,0.021643299609422684,0.05498102679848671,-0.010536235757172108
MATCH_250K_HIRES,1168,log_life_lt_2,2.0,2,0.36831849813461304,0.3696879744529724,-0.36831849813461304
MATCH_250K_HIRES,1168,log_life_lt_3,3.0,6,0.24190174043178558,0.2762691378593445,-0.2091931700706482
MATCH_250K_HIRES,1168,log_life_lt_4,4.0,21,0.13256533443927765,0.18810097873210907,-0.08242183923721313
MATCH_250K_HIRES,1168,log_life_lt_5,5.0,155,0.04004925861954689,0.09402754157781601,-0.021437086164951324
MATCH_250K_HIRES,1168,log_life_lt_6,6.0,291,0.03070998750627041,0.0749470591545105,-0.0133466562256217
MATCH_250K_HIRES,1592,all,all,679,0.01976470835506916,0.0530836395919323,-0.011767217889428139
MATCH_250K_HIRES,1592,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,1592,log_life_lt_3,3.0,3,0.3201964795589447,0.32562777400016785,-0.3201964795589447
MATCH_250K_HIRES,1592,log_life_lt_4,4.0,5,0.2569003701210022,0.27225786447525024,-0.18989348411560059
MATCH_250K_HIRES,1592,log_life_lt_5,5.0,47,0.05137982591986656,0.09966352581977844,-0.03697717562317848
MATCH_250K_HIRES,1592,log_life_lt_6,6.0,236,0.03266660496592522,0.08319723606109619,-0.019205372780561447
MATCH_250K_HIRES,3460,all,all,679,0.02119016833603382,0.06752435117959976,-0.0028039677999913692
MATCH_250K_HIRES,3460,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,3460,log_life_lt_3,3.0,3,0.4941995143890381,0.5021163821220398,-0.4941995143890381
MATCH_250K_HIRES,3460,log_life_lt_4,4.0,8,0.30094173550605774,0.3614821434020996,-0.19019481539726257
MATCH_250K_HIRES,3460,log_life_lt_5,5.0,48,0.10190218687057495,0.1942032277584076,-0.012567524798214436
MATCH_250K_HIRES,3460,log_life_lt_6,6.0,224,0.03443705290555954,0.09631149470806122,-0.005724441725760698
MATCH_250K_HIRES,3165,all,all,679,0.016604464501142502,0.047519635409116745,-0.0045115831308066845
MATCH_250K_HIRES,3165,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,3165,log_life_lt_3,3.0,4,0.13078153133392334,0.1463942527770996,-0.13078153133392334
MATCH_250K_HIRES,3165,log_life_lt_4,4.0,10,0.10911264270544052,0.12311345338821411,0.003962469287216663
MATCH_250K_HIRES,3165,log_life_lt_5,5.0,117,0.027595939114689827,0.07040891796350479,-0.0040863314643502235
MATCH_250K_HIRES,3165,log_life_lt_6,6.0,271,0.020809506997466087,0.05577521026134491,-0.00585479149594903
MATCH_250K_HIRES,2284,all,all,679,0.02040030062198639,0.05608706176280975,-0.0031859762966632843
MATCH_250K_HIRES,2284,log_life_lt_2,2.0,1,0.4534895420074463,0.4534895420074463,-0.4534895420074463
MATCH_250K_HIRES,2284,log_life_lt_3,3.0,8,0.17121443152427673,0.23498846590518951,-0.15901455283164978
MATCH_250K_HIRES,2284,log_life_lt_4,4.0,19,0.12177615612745285,0.1730014681816101,-0.0662095695734024
MATCH_250K_HIRES,2284,log_life_lt_5,5.0,137,0.0334799699485302,0.07478936016559601,-0.01916433498263359
MATCH_250K_HIRES,2284,log_life_lt_6,6.0,267,0.026870813220739365,0.06419862806797028,-0.007074090652167797
MATCH_250K_HIRES,3575,all,all,679,0.021382711827754974,0.0562874898314476,-0.004786334466189146
MATCH_250K_HIRES,3575,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,3575,log_life_lt_3,3.0,4,0.4180108904838562,0.44760486483573914,-0.1979418396949768
MATCH_250K_HIRES,3575,log_life_lt_4,4.0,14,0.19636836647987366,0.26294031739234924,-0.027841687202453613
MATCH_250K_HIRES,3575,log_life_lt_5,5.0,79,0.0585147887468338,0.11866315454244614,-0.01798369362950325
MATCH_250K_HIRES,3575,log_life_lt_6,6.0,240,0.03556537628173828,0.08070302754640579,-0.013149882666766644
MATCH_250K_HIRES,4870,all,all,679,0.027055788785219193,0.06943444907665253,-0.002946313703432679
MATCH_250K_HIRES,4870,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,4870,log_life_lt_3,3.0,3,0.40602168440818787,0.4229341447353363,-0.40602168440818787
MATCH_250K_HIRES,4870,log_life_lt_4,4.0,14,0.22161753475666046,0.3001372218132019,-0.08504370599985123
MATCH_250K_HIRES,4870,log_life_lt_5,5.0,107,0.0457075871527195,0.11586125195026398,-0.018438028171658516
MATCH_250K_HIRES,4870,log_life_lt_6,6.0,251,0.02960103563964367,0.07999175041913986,-0.009859349578619003
MATCH_250K_HIRES,2305,all,all,679,0.02775036357343197,0.062482595443725586,-0.007101811934262514
MATCH_250K_HIRES,2305,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,2305,log_life_lt_3,3.0,3,0.1693100929260254,0.2002023607492447,-0.1693100929260254
MATCH_250K_HIRES,2305,log_life_lt_4,4.0,8,0.198977530002594,0.2438654899597168,-0.04606372117996216
MATCH_250K_HIRES,2305,log_life_lt_5,5.0,42,0.08037735521793365,0.13239289820194244,-0.009746716357767582
MATCH_250K_HIRES,2305,log_life_lt_6,6.0,228,0.03798704966902733,0.09071921557188034,-0.01764550991356373
MATCH_250K_HIRES,952,all,all,679,0.019290585070848465,0.04381709545850754,-0.0033609929960221052
MATCH_250K_HIRES,952,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,952,log_life_lt_3,3.0,4,0.21073591709136963,0.2766706347465515,-0.055529236793518066
MATCH_250K_HIRES,952,log_life_lt_4,4.0,8,0.1638147532939911,0.2256157398223877,0.004973858594894409
MATCH_250K_HIRES,952,log_life_lt_5,5.0,35,0.08462920039892197,0.132225900888443,0.013473136350512505
MATCH_250K_HIRES,952,log_life_lt_6,6.0,218,0.02940269373357296,0.06352973729372025,-0.007697097957134247
MATCH_250K_HIRES,4942,all,all,679,0.01842847652733326,0.045927055180072784,-0.005849722772836685
MATCH_250K_HIRES,4942,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,4942,log_life_lt_3,3.0,3,0.26433563232421875,0.2653893530368805,-0.26433563232421875
MATCH_250K_HIRES,4942,log_life_lt_4,4.0,9,0.21482449769973755,0.254666268825531,-0.059745922684669495
MATCH_250K_HIRES,4942,log_life_lt_5,5.0,56,0.06749048829078674,0.1203710213303566,-0.02116391994059086
MATCH_250K_HIRES,4942,log_life_lt_6,6.0,224,0.029342761263251305,0.06642918288707733,-0.011078846640884876
MATCH_250K_HIRES,3053,all,all,679,0.01858045719563961,0.04433325678110123,-0.0032223209273070097
MATCH_250K_HIRES,3053,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,3053,log_life_lt_3,3.0,3,0.2261403352022171,0.22899655997753143,-0.2261403352022171
MATCH_250K_HIRES,3053,log_life_lt_4,4.0,9,0.15253499150276184,0.16975995898246765,-0.08801695704460144
MATCH_250K_HIRES,3053,log_life_lt_5,5.0,102,0.0394393615424633,0.08490161597728729,-0.014627741649746895
MATCH_250K_HIRES,3053,log_life_lt_6,6.0,251,0.026539819315075874,0.06323155760765076,-0.007385493256151676
MATCH_250K_HIRES,4559,all,all,679,0.019644444808363914,0.05616803467273712,-0.00617482652887702
MATCH_250K_HIRES,4559,log_life_lt_2,2.0,2,0.12373191118240356,0.14815160632133484,-0.12373191118240356
MATCH_250K_HIRES,4559,log_life_lt_3,3.0,5,0.10719716548919678,0.1294117569923401,-0.032647110521793365
MATCH_250K_HIRES,4559,log_life_lt_4,4.0,17,0.08369293808937073,0.10707447677850723,-0.023021383211016655
MATCH_250K_HIRES,4559,log_life_lt_5,5.0,113,0.032628439366817474,0.055234022438526154,-0.01601923629641533
MATCH_250K_HIRES,4559,log_life_lt_6,6.0,243,0.029017336666584015,0.07754066586494446,-0.007662863936275244
MATCH_250K_HIRES,2685,all,all,679,0.02083227038383484,0.06291036307811737,-0.008898777887225151
MATCH_250K_HIRES,2685,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,2685,log_life_lt_3,3.0,4,0.2854163646697998,0.2895711064338684,-0.2854163646697998
MATCH_250K_HIRES,2685,log_life_lt_4,4.0,14,0.13862204551696777,0.17423702776432037,-0.1142558678984642
MATCH_250K_HIRES,2685,log_life_lt_5,5.0,113,0.03747783601284027,0.08935660123825073,-0.028074808418750763
MATCH_250K_HIRES,2685,log_life_lt_6,6.0,247,0.02640373446047306,0.06901481002569199,-0.01326711755245924
MATCH_250K_HIRES,1489,all,all,679,0.023100849241018295,0.07357314229011536,-0.0049490248784422874
MATCH_250K_HIRES,1489,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,1489,log_life_lt_3,3.0,9,0.17392843961715698,0.26457375288009644,-0.1407279670238495
MATCH_250K_HIRES,1489,log_life_lt_4,4.0,22,0.18757881224155426,0.28627192974090576,-0.07346095889806747
MATCH_250K_HIRES,1489,log_life_lt_5,5.0,131,0.05130130797624588,0.12750817835330963,-0.024864839389920235
MATCH_250K_HIRES,1489,log_life_lt_6,6.0,263,0.03876359760761261,0.11337077617645264,-0.01080778706818819
MATCH_250K_HIRES,927,all,all,679,0.023015066981315613,0.06546260416507721,-0.003348494879901409
MATCH_250K_HIRES,927,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,927,log_life_lt_3,3.0,5,0.3526427149772644,0.39661023020744324,-0.09471817314624786
MATCH_250K_HIRES,927,log_life_lt_4,4.0,11,0.22194890677928925,0.2828430235385895,0.007458838634192944
MATCH_250K_HIRES,927,log_life_lt_5,5.0,106,0.04328141734004021,0.10807636380195618,0.0020704471971839666
MATCH_250K_HIRES,927,log_life_lt_6,6.0,251,0.031264133751392365,0.0838681161403656,-0.0008121230057440698
MATCH_250K_HIRES,1209,all,all,679,0.017239630222320557,0.04341481626033783,-0.003798173973336816
MATCH_250K_HIRES,1209,log_life_lt_2,2.0,2,0.1409749984741211,0.1413501650094986,0.1409749984741211
MATCH_250K_HIRES,1209,log_life_lt_3,3.0,5,0.21155552566051483,0.2296423614025116,0.21155552566051483
MATCH_250K_HIRES,1209,log_life_lt_4,4.0,10,0.14001210033893585,0.17166779935359955,0.07334840297698975
MATCH_250K_HIRES,1209,log_life_lt_5,5.0,97,0.031786590814590454,0.06886108964681625,0.002979782409965992
MATCH_250K_HIRES,1209,log_life_lt_6,6.0,264,0.02297545224428177,0.05429453402757645,-0.007260802201926708
MATCH_250K_HIRES,3973,all,all,679,0.022726815193891525,0.05858201906085014,-0.0050909691490232944
MATCH_250K_HIRES,3973,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,3973,log_life_lt_3,3.0,4,0.3472787141799927,0.36343756318092346,-0.3472787141799927
MATCH_250K_HIRES,3973,log_life_lt_4,4.0,10,0.25751930475234985,0.33060792088508606,-0.2126893252134323
MATCH_250K_HIRES,3973,log_life_lt_5,5.0,110,0.0479293093085289,0.11622540652751923,-0.031843218952417374
MATCH_250K_HIRES,3973,log_life_lt_6,6.0,250,0.034338172525167465,0.08866719156503677,-0.012365022674202919
MATCH_250K_HIRES,3545,all,all,679,0.019440483301877975,0.05173753947019577,-0.011407504789531231
MATCH_250K_HIRES,3545,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,3545,log_life_lt_3,3.0,3,0.36744746565818787,0.3694763779640198,-0.36744746565818787
MATCH_250K_HIRES,3545,log_life_lt_4,4.0,4,0.3328763246536255,0.339872807264328,-0.3328763246536255
MATCH_250K_HIRES,3545,log_life_lt_5,5.0,25,0.11338131874799728,0.17664219439029694,-0.048008356243371964
MATCH_250K_HIRES,3545,log_life_lt_6,6.0,211,0.032887138426303864,0.0798361748456955,-0.02070958912372589
MATCH_250K_HIRES,4361,all,all,679,0.023858245462179184,0.05722925812005997,-0.012074371799826622
MATCH_250K_HIRES,4361,log_life_lt_2,2.0,1,0.3733541965484619,0.3733541965484619,-0.3733541965484619
MATCH_250K_HIRES,4361,log_life_lt_3,3.0,6,0.25043854117393494,0.301229327917099,-0.22701628506183624
MATCH_250K_HIRES,4361,log_life_lt_4,4.0,36,0.13098280131816864,0.21628981828689575,-0.042752768844366074
MATCH_250K_HIRES,4361,log_life_lt_5,5.0,157,0.043725669384002686,0.1071729063987732,-0.01667507365345955
MATCH_250K_HIRES,4361,log_life_lt_6,6.0,297,0.030361101031303406,0.07956921309232712,-0.011158155277371407
MATCH_250K_HIRES,1921,all,all,679,0.01859641633927822,0.04873470962047577,-0.003986803349107504
MATCH_250K_HIRES,1921,log_life_lt_2,2.0,0,nan,nan,nan
MATCH_250K_HIRES,1921,log_life_lt_3,3.0,4,0.30480849742889404,0.41313305497169495,0.15476858615875244
MATCH_250K_HIRES,1921,log_life_lt_4,4.0,6,0.24662649631500244,0.3515857458114624,0.1465998888015747
MATCH_250K_HIRES,1921,log_life_lt_5,5.0,37,0.06300761550664902,0.1523524671792984,0.028467081487178802
MATCH_250K_HIRES,1921,log_life_lt_6,6.0,214,0.023724427446722984,0.07487329840660095,0.005563752725720406
MATCH_250K_HIRES,351,all,all,679,0.020528502762317657,0.050039079040288925,-0.005238039884716272
MATCH_250K_HIRES,351,log_life_lt_2,2.0,2,0.3317100405693054,0.3318864405155182,0.3317100405693054
MATCH_250K_HIRES,351,log_life_lt_3,3.0,5,0.30064696073532104,0.3163880407810211,0.24747970700263977
MATCH_250K_HIRES,351,log_life_lt_4,4.0,17,0.15344929695129395,0.196977898478508,0.06564265489578247
MATCH_250K_HIRES,351,log_life_lt_5,5.0,109,0.040182217955589294,0.08380994945764542,-0.0024073331151157618
